Id;f8;f8ket;f504;f504ket;f502;f505;f5a1;f5a1ket;f1101;f1101ket;f5b;f5c;f5cket;f5d;f5dket;f18a;f18aket;f18b;f18bket;f18d;f1201;f1201ket;f14;f14ket;f15;f15ket;f1761;f1762;f1762ket;f1761ket;f1763;f1763ket;f1764;f1764ket;f1765;f1765ket;f1766;f1766ket;f1767;f1767ket;f1768;f1768ket;f1769;f1769ket;f1770;f1770ket;f1773;f1773ket;f1774;f1774ket;f1771;f1771ket;f1772;f1772ket;f21;f22;f23;f24;f25;f26;f27;f21ket;f22ket;f23ket;f24ket;f25ket;f26ket;f27ket;f301;f302;f303;f401;f401ket;f402;f402ket;f403;f403ket;f404;f404ket;f405;f405ket;f406;f406ket;f407;f407ket;f408;f408ket;f409;f409ket;f410;f410ket;f411;f411ket;f412;f412ket;f413;f413ket;f414;f414ket
ID-461;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;4;2;1;3;Cukup Besar;Tidak Sama Sekali;Besar;Kurang Besar;Besar;Sangat Besar;Cukup Besar;6.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya
ID-462;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;4;4;2;4;3;Cukup Besar;Besar;Kurang Besar;Kurang Besar;Besar;Kurang Besar;Cukup Besar;1.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya
ID-463;1.0;Bekerja (full time / part time);2.0;Tidak;4.0;3000000.0;;;1.0;Instansi pemerintah;Kementerian Perindustrian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;1.0;Sangat Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;4.0;Tinggi;1.0;Sangat Rendah;3.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;1.0;Sangat Rendah;5.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3;3;1;3;5;2;3;Cukup Besar;Cukup Besar;Sangat Besar;Cukup Besar;Tidak Sama Sekali;Besar;Cukup Besar;2.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-464;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;2;2;3;4;2;Kurang Besar;Cukup Besar;Besar;Besar;Cukup Besar;Kurang Besar;Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-465;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;6.0;Beasiswa Perusahaan/Swasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;3;3;1;4;4;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;Sangat Besar;Kurang Besar;Kurang Besar;1.0;0.0;;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-466;1.0;Bekerja (full time / part time);1.0;Ya;14.0;5500000.0;;;2.0;BUMN/BUMD;PT. PLN (Persero);;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;1.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3;3;1;4;4;4;2;Cukup Besar;Cukup Besar;Sangat Besar;Kurang Besar;Kurang Besar;Kurang Besar;Besar;4.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-467;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;2.0;Institut Teknologi Bandung (ITB);2023-07-14 00:00:00;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;2;2;3;3;3;Kurang Besar;Kurang Besar;Besar;Besar;Cukup Besar;Cukup Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak
ID-468;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;2.0;Beasiswa;3.0;Universitas Gadjah Mada (UGM);2023-08-19 00:00:00;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;3;2;1;4;2;Kurang Besar;Cukup Besar;Cukup Besar;Besar;Sangat Besar;Kurang Besar;Besar;0.0;0.0;;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-469;1.0;Bekerja (full time / part time);2.0;Tidak;14.0;5500000.0;;;3.0;Institusi/Organisasi Multilateral;Perserikatan Bangsa-Bangsa (PBB);;;3.0;Multinasional/Internasional;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;2.0;Tingkat yang Sama;3.0;3.0;Cukup Tinggi;Cukup Tinggi;1.0;Sangat Rendah;1.0;Sangat Rendah;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3;3;2;4;2;4;3;Cukup Besar;Cukup Besar;Besar;Kurang Besar;Besar;Kurang Besar;Cukup Besar;5.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-470;1.0;Bekerja (full time / part time);2.0;Tidak;3.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Pertanian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;6.0;Beasiswa Perusahaan/Swasta;1.0;Sangat Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;1.0;Sangat Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;5.0;Sangat Tinggi;4.0;Tinggi;3.0;Rendah;4.0;Tinggi;2.0;Rendah;3;3;4;3;2;3;3;Cukup Besar;Cukup Besar;Kurang Besar;Cukup Besar;Besar;Cukup Besar;Cukup Besar;1.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-471;1.0;Bekerja (full time / part time);1.0;Ya;13.0;5000000.0;;;2.0;BUMN/BUMD;PT. PLN (Persero);;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;2.0;Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;1.0;Sangat Rendah;1.0;Sangat Rendah;4.0;Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Rendah;1.0;Sangat Rendah;2.0;Rendah;2;4;5;3;4;4;2;Besar;Kurang Besar;Tidak Sama Sekali;Cukup Besar;Kurang Besar;Kurang Besar;Besar;3.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya;1;Ya
ID-472;1.0;Bekerja (full time / part time);2.0;Tidak;12.0;5000000.0;;;2.0;BUMN/BUMD;PT. Bank Negara Indonesia (Persero) Tbk;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;6.0;Beasiswa Perusahaan/Swasta;2.0;Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;2.0;Rendah;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;4.0;Tinggi;4.0;Tinggi;2.0;Rendah;5.0;Sangat Tinggi;1.0;Sangat Rendah;1.0;Sangat Tinggi;2.0;Rendah;5.0;Sangat Tinggi;3;1;2;3;4;2;3;Cukup Besar;Sangat Besar;Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;1.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-473;1.0;Bekerja (full time / part time);1.0;Ya;2.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Perindustrian;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;2.0;Rendah;2.0;Rendah;2.0;Rendah;1.0;Sangat Rendah;4.0;Tinggi;3.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2;3;5;1;3;5;2;Besar;Cukup Besar;Tidak Sama Sekali;Sangat Besar;Cukup Besar;Tidak Sama Sekali;Besar;1.0;4.0;4.0;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak
ID-474;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;3;1;3;5;Sangat Besar;Besar;Cukup Besar;Cukup Besar;Sangat Besar;Cukup Besar;Tidak Sama Sekali;2.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-475;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;2;3;4;2;Besar;Cukup Besar;Besar;Besar;Cukup Besar;Kurang Besar;Besar;1.0;3.0;3.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-476;1.0;Bekerja (full time / part time);1.0;Ya;9.0;5500000.0;;;3.0;Institusi/Organisasi Multilateral;Organisasi Kesehatan Dunia (WHO);;;3.0;Multinasional/Internasional;;;;;;7.0;Lainnya/Tuliskan;2.0;Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;2.0;Rendah;2.0;Rendah;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;4.0;Tinggi;2.0;Rendah;3.0;Sangat Tinggi;2.0;Rendah;5.0;Sangat Tinggi;3;2;4;4;3;3;1;Cukup Besar;Besar;Kurang Besar;Kurang Besar;Cukup Besar;Cukup Besar;Sangat Besar;6.0;6.0;6.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya
ID-477;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;3;3;2;3;4;Kurang Besar;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;Kurang Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-478;3.0;Wiraswasta;;;;;;;;;;1.0;Founder (Pendiri);;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;3;2;3;4;3;Tidak Sama Sekali;Cukup Besar;Cukup Besar;Besar;Cukup Besar;Kurang Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-479;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;6.0;Beasiswa Perusahaan/Swasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;4;2;2;4;1;Cukup Besar;Besar;Kurang Besar;Besar;Besar;Kurang Besar;Sangat Besar;1.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-480;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3;4;3;4;3;Besar;Besar;Cukup Besar;Kurang Besar;Cukup Besar;Kurang Besar;Cukup Besar;2.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;1;Ya
ID-481;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;3;2;3;1;Sangat Besar;Sangat Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;Sangat Besar;4.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-482;1.0;Bekerja (full time / part time);2.0;Tidak;12.0;6000000.0;;;3.0;Institusi/Organisasi Multilateral;UNICEF (Children's Fund of the United Nations);;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;1.0;2.0;Rendah;Sangat Rendah;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;1.0;Sangat Rendah;2.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2;2;3;3;2;3;1;Besar;Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;Sangat Besar;3.0;6.0;6.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya
ID-483;1.0;Bekerja (full time / part time);1.0;Ya;12.0;6500000.0;;;5.0;Perusahaan swasta;PT. Jaya Makmur;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;2.0;Beasiswa ADIK;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;2.0;Rendah;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;2.0;Rendah;2;5;3;3;1;1;5;Besar;Tidak Sama Sekali;Cukup Besar;Cukup Besar;Sangat Besar;Sangat Besar;Tidak Sama Sekali;6.0;3.0;3.0;0;Tidak;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak
ID-484;3.0;Wiraswasta;;;;;;;;;;4.0;Freelance/Kerja Lepas;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;3;3;1;3;Sangat Besar;Cukup Besar;Cukup Besar;Cukup Besar;Cukup Besar;Sangat Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya
ID-485;1.0;Bekerja (full time / part time);2.0;Tidak;11.0;6500000.0;;;5.0;Perusahaan swasta;PT. Indah Jaya;;;1.0;Lokal/Wilayah/Wiraswasta Tidak Berbadan Hukum;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;3.0;Setingkat Lebih Rendah;5.0;5.0;Sangat Tinggi;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;5.0;Cukup Tinggi;2.0;Rendah;3.0;Cukup Tinggi;3;2;5;4;2;1;1;Cukup Besar;Besar;Tidak Sama Sekali;Kurang Besar;Besar;Sangat Besar;Sangat Besar;1.0;6.0;6.0;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya
ID-486;1.0;Bekerja (full time / part time);2.0;Tidak;-4.0;3000000.0;;;1.0;Instansi pemerintah;Kementerian Luar Negeri;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;5.0;Beasiswa AFIRMASI;1.0;Sangat Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;2.0;Rendah;2.0;Rendah;2.0;Rendah;2.0;Rendah;2.0;Rendah;2.0;Rendah;4.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;1;4;2;3;3;4;1;Sangat Besar;Kurang Besar;Besar;Cukup Besar;Cukup Besar;Kurang Besar;Sangat Besar;5.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak
ID-487;1.0;Bekerja (full time / part time);2.0;Tidak;1.0;3500000.0;;;1.0;Instansi pemerintah;Kementerian Komunikasi dan Informatika;;;2.0;Nasional/Wiraswasta Berbadan Hukum;;;;;;1.0;Biaya Sendiri/Keluarga;1.0;Sangat Erat;1.0;Setingkat Lebih Tinggi;1.0;1.0;Sangat Rendah;Sangat Rendah;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Rendah;4.0;Tinggi;2.0;Rendah;4;5;3;2;3;3;3;Kurang Besar;Tidak Sama Sekali;Cukup Besar;Besar;Cukup Besar;Cukup Besar;Cukup Besar;3.0;3.0;3.0;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak
ID-488;1.0;Bekerja (full time / part time);1.0;Ya;13.0;6000000.0;;;3.0;Institusi/Organisasi Multilateral;UNICEF (Children's Fund of the United Nations);;;3.0;Multinasional/Internasional;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;2.0;2.0;Rendah;Rendah;2.0;Rendah;2.0;Rendah;2.0;Rendah;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;2.0;Rendah;2.0;Sangat Tinggi;1.0;Sangat Rendah;5.0;Sangat Tinggi;3;3;4;2;3;4;4;Cukup Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Kurang Besar;Kurang Besar;1.0;1.0;1.0;1;Ya;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-489;5.0;Tidak kerja tetapi sedang mencari kerja;2.0;Tidak;;;;;;;;;;;;;;;;;6.0;Beasiswa Perusahaan/Swasta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;4;4;1;4;Besar;Cukup Besar;Kurang Besar;Kurang Besar;Kurang Besar;Sangat Besar;Kurang Besar;4.0;2.0;2.0;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya
ID-490;4.0;Melanjutkan Pendidikan;;;;;;;;;;;;;;1.0;Biaya Sendiri;1.0;Universitas Indonesia (UI);2023-08-27 00:00:00;4.0;Beasiswa PPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;3;1;4;4;2;Kurang Besar;Cukup Besar;Cukup Besar;Sangat Besar;Kurang Besar;Kurang Besar;Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak
ID-491;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;2;3;5;4;Sangat Besar;Cukup Besar;Besar;Besar;Cukup Besar;Tidak Sama Sekali;Kurang Besar;6.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-492;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;3.0;Beasiswa BIDIKMISI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;3;3;4;2;Sangat Besar;Besar;Besar;Cukup Besar;Cukup Besar;Kurang Besar;Besar;3.0;1.0;1.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak
ID-493;2.0;Belum memungkinkan bekerja;;;;;;;;;;;;;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;4;4;4;1;Sangat Besar;Cukup Besar;Cukup Besar;Kurang Besar;Kurang Besar;Kurang Besar;Sangat Besar;1.0;0.0;;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya
ID-494;1.0;Bekerja (full time / part time);2.0;Tidak;14.0;6000000.0;;;3.0;Institusi/Organisasi Multilateral;Uni Eropa (European Union);;;3.0;Multinasional/Internasional;;;;;;1.0;Biaya Sendiri/Keluarga;3.0;Cukup Erat;2.0;Tingkat yang Sama;4.0;4.0;Tinggi;Tinggi;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;4.0;Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;2.0;Rendah;4.0;Tinggi;4.0;Tinggi;3.0;Sangat Rendah;5.0;Sangat Tinggi;1.0;Sangat Rendah;2;3;4;2;3;3;5;Besar;Cukup Besar;Kurang Besar;Besar;Cukup Besar;Cukup Besar;Tidak Sama Sekali;2.0;1.0;1.0;0;Tidak;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak
ID-495;5.0;Tidak kerja tetapi sedang mencari kerja;1.0;Ya;;;;;;;;;;;;;;;;;2.0;Beasiswa ADIK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;5;3;3;3;2;2;Kurang Besar;Tidak Sama Sekali;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Besar;3.0;2.0;2.0;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;1;Ya;1;Ya;0;Tidak;1;Ya
ID-496;3.0;Wiraswasta;;;;;;;;;;3.0;Staff (Karyawan);;;;;;;;1.0;Biaya Sendiri/Keluarga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;2;4;2;3;Cukup Besar;Cukup Besar;Kurang Besar;Besar;Kurang Besar;Besar;Cukup Besar;0.0;0.0;;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak;1;Ya;0;Tidak
ID-497;1.0;Bekerja (full time / part time);1.0;Ya;18.0;6000000.0;;;3.0;Institusi/Organisasi Multilateral;UNICEF (Children's Fund of the United Nations);;;3.0;Multinasional/Internasional;;;;;;3.0;Beasiswa BIDIKMISI;3.0;Cukup Erat;1.0;Setingkat Lebih Tinggi;1.0;1.0;Sangat Rendah;Sangat Rendah;3.0;Cukup Tinggi;3.0;Cukup Tinggi;4.0;Tinggi;4.0;Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;5.0;Sangat Tinggi;3.0;Cukup Tinggi;3.0;Cukup Tinggi;3.0;Tinggi;1.0;Sangat Rendah;4.0;Tinggi;4;2;3;3;3;2;3;Kurang Besar;Besar;Cukup Besar;Cukup Besar;Cukup Besar;Besar;Cukup Besar;2.0;1.0;1.0;0;Tidak;1;Ya;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak;0;Tidak;0;Tidak;1;Ya;1;Ya;0;Tidak;0;Tidak;0;Tidak
